Chr	start	end	length	TRlength	TRcoverage	case
CM051461.1	235674896	235927584	252689	23325	9.23%	20k30k
CM051461.1	152777740	153133357	355618	32725	9.2%	20k30k
CM051461.1	223317363	223503054	185692	17025	9.17%	20k30k
CM051461.1	90727549	90976955	249407	22667	9.09%	20k30k
CM051461.1	227130501	227538069	407569	36772	9.02%	20k30k
CM051461.1	105278217	105310907	32691	2939	8.99%	20k30k
CM051461.1	234775258	235628731	853474	76325	8.94%	20k30k
CM051461.1	101341625	101479809	138185	12357	8.94%	20k30k
CM051461.1	128227658	129768894	1541237	136228	8.84%	20k30k
CM051461.1	253729962	254274793	544832	47844	8.78%	20k30k
CM051461.1	232296644	232719318	422675	36836	8.71%	20k30k
CM051461.1	44809401	45434281	624881	54353	8.7%	20k30k
CM051461.1	228383516	228641845	258330	22340	8.65%	20k30k
CM051461.1	14566062	15153601	587540	50789	8.64%	20k30k
CM051461.1	34896354	35336990	440637	38080	8.64%	20k30k
CM051461.1	92519666	93055699	536034	46287	8.64%	20k30k
CM051461.1	237020433	237740454	720022	61761	8.58%	20k30k
CM051461.1	40428333	40607404	179072	15322	8.56%	20k30k
CM051461.1	48714784	49005393	290610	24707	8.5%	20k30k
CM051461.1	249303154	250041163	738010	62643	8.49%	20k30k
CM051461.1	146266130	147554636	1288507	109261	8.48%	20k30k
CM051461.1	138649236	138961386	312151	26449	8.47%	20k30k
CM051461.1	65366676	66119303	752628	62737	8.34%	20k30k
CM051461.1	16194483	16438677	244195	20318	8.32%	20k30k
CM051461.1	2676773	3431908	755136	62778	8.31%	20k30k
CM051461.1	188706950	189571035	864086	71835	8.31%	20k30k
CM051461.1	49052048	49800279	748232	62009	8.29%	20k30k
CM051461.1	115217280	115914199	696920	57643	8.27%	20k30k
CM051461.1	158914081	158942008	27928	2309	8.27%	20k30k
CM051461.1	257900168	258131393	231226	19050	8.24%	20k30k
CM051461.1	99719094	100262641	543548	44507	8.19%	20k30k
CM051461.1	47591013	48426554	835542	68375	8.18%	20k30k
CM051461.1	229024141	229381364	357224	29162	8.16%	20k30k
CM051461.1	240144419	241252550	1108132	90422	8.16%	20k30k
CM051461.1	127370235	128006092	635858	51870	8.16%	20k30k
CM051461.1	108691312	109443886	752575	61184	8.13%	20k30k
CM051461.1	250111251	250377032	265782	21600	8.13%	20k30k
CM051461.1	106281698	106876076	594379	48255	8.12%	20k30k
CM051461.1	247761701	248043038	281338	22820	8.11%	20k30k
CM051461.1	169117749	169805272	687524	55748	8.11%	20k30k
CM051461.1	161984329	162672423	688095	55404	8.05%	20k30k
CM051461.1	27429709	27720489	290781	23368	8.04%	20k30k
CM051461.1	23863537	24265587	402051	32272	8.03%	20k30k
CM051461.1	196080816	197339692	1258877	100918	8.02%	20k30k
CM051461.1	41743766	42020520	276755	22186	8.02%	20k30k
CM051461.1	253202453	253696899	494447	39577	8.0%	20k30k
CM051461.1	119355755	119597713	241959	19272	7.96%	20k30k
CM051461.1	114808000	115173866	365867	29021	7.93%	20k30k
CM051461.1	248457651	248797135	339485	26896	7.92%	20k30k
CM051461.1	262131509	263518794	1387286	109742	7.91%	20k30k
CM051461.1	9553916	11181637	1627722	128595	7.9%	20k30k
CM051461.1	30675160	32431646	1756487	138350	7.88%	20k30k
CM051461.1	27889003	29951175	2062173	162247	7.87%	20k30k
CM051461.1	153304261	153987576	683316	53512	7.83%	20k30k
CM051461.1	46675155	47068029	392875	30710	7.82%	20k30k
CM051461.1	192393497	193143984	750488	58644	7.81%	20k30k
CM051461.1	86672730	86986028	313299	24426	7.8%	20k30k
CM051461.1	256116172	256506563	390392	29919	7.66%	20k30k
CM051461.1	235963382	236252452	289071	22083	7.64%	20k30k
CM051461.1	100309431	100704812	395382	30070	7.61%	20k30k
CM051461.1	155633435	156208455	575021	43593	7.58%	20k30k
CM051461.1	11697546	12340961	643416	48548	7.55%	20k30k
CM051461.1	87499317	88175308	675992	50774	7.51%	20k30k
CM051461.1	89157677	89740856	583180	43314	7.43%	20k30k
CM051461.1	252985354	253168749	183396	13592	7.41%	20k30k
CM051461.1	103417514	103700827	283314	20901	7.38%	20k30k
CM051461.1	955456	1330324	374869	27568	7.35%	20k30k
CM051461.1	30598144	30629990	31847	2341	7.35%	20k30k
CM051461.1	150884460	151502970	618511	45250	7.32%	20k30k
CM051461.1	408551	482261	73711	5390	7.31%	20k30k
CM051461.1	221319736	221694752	375017	27418	7.31%	20k30k
CM051461.1	134351956	135800697	1448742	105839	7.31%	20k30k
CM051461.1	119634364	119991908	357545	26113	7.3%	20k30k
CM051461.1	44310937	44768321	457385	33394	7.3%	20k30k
CM051461.1	220805325	221119996	314672	22943	7.29%	20k30k
CM051461.1	59974394	60328561	354168	25819	7.29%	20k30k
CM051461.1	51132430	51660146	527717	38470	7.29%	20k30k
CM051461.1	78563219	79730269	1167051	85034	7.29%	20k30k
CM051461.1	154031306	154669483	638178	46498	7.29%	20k30k
CM051461.1	101517098	102579713	1062616	77416	7.29%	20k30k
CM051461.1	103770402	104007091	236690	17189	7.26%	20k30k
CM051461.1	120665436	121003678	338243	24541	7.26%	20k30k
CM051461.1	19969234	20367176	397943	28812	7.24%	20k30k
CM051461.1	76536733	76947336	410604	29698	7.23%	20k30k
CM051461.1	243957574	244694120	736547	53214	7.22%	20k30k
CM051461.1	213869031	214234913	365883	26421	7.22%	20k30k
CM051461.1	148081622	148489819	408198	29382	7.2%	20k30k
CM051461.1	205288951	205309780	20830	1498	7.19%	20k30k
CM051461.1	261414815	261927141	512327	36843	7.19%	20k30k
CM051461.1	68007900	68350810	342911	24638	7.18%	20k30k
CM051461.1	112263797	112573120	309324	22180	7.17%	20k30k
CM051461.1	125837321	126594627	757307	54217	7.16%	20k30k
CM051461.1	164855269	165576937	721669	51653	7.16%	20k30k
CM051461.1	200952141	201437849	485709	34669	7.14%	20k30k
CM051461.1	12792747	13983083	1190337	84723	7.12%	20k30k
CM051461.1	90432897	90690070	257174	18297	7.11%	20k30k
CM051461.1	142834710	144205680	1370971	97468	7.11%	20k30k
CM051461.1	104891376	105237928	346553	24630	7.11%	20k30k
CM051461.1	53278938	53834528	555591	39380	7.09%	20k30k
CM051461.1	246795667	246839555	43889	3094	7.05%	20k30k
CM051461.1	5553975	5594973	40999	2867	6.99%	20k30k
CM051461.1	174042920	175112638	1069719	74802	6.99%	20k30k
CM051461.1	18814444	19167771	353328	24698	6.99%	20k30k
CM051461.1	97352363	97798441	446079	31059	6.96%	20k30k
CM051461.1	136025767	136948684	922918	64243	6.96%	20k30k
CM051461.1	198828511	200495472	1666962	115917	6.95%	20k30k
CM051461.1	185795175	186460091	664917	46204	6.95%	20k30k
CM051461.1	11402773	11662084	259312	17974	6.93%	20k30k
CM051461.1	139488334	142637423	3149090	217997	6.92%	20k30k
CM051461.1	26905817	26925874	20058	1387	6.91%	20k30k
CM051461.1	89777000	90353850	576851	39875	6.91%	20k30k
CM051461.1	145496893	145844656	347764	24001	6.9%	20k30k
CM051461.1	216167730	216514235	346506	23889	6.89%	20k30k
CM051461.1	69072475	69346675	274201	18874	6.88%	20k30k
CM051461.1	223857548	225178948	1321401	90529	6.85%	20k30k
CM051461.1	104049556	104854821	805266	54794	6.8%	20k30k
CM051461.1	245075945	245825137	749193	50952	6.8%	20k30k
CM051461.1	229880806	230294382	413577	28123	6.8%	20k30k
CM051461.1	252350834	252671157	320324	21773	6.8%	20k30k
CM051461.1	216612393	216984705	372313	25121	6.75%	20k30k
CM051461.1	166174341	166848458	674118	45363	6.73%	20k30k
CM051461.1	34258910	34586349	327440	22034	6.73%	20k30k
CM051461.1	170227470	172090224	1862755	125242	6.72%	20k30k
CM051461.1	250411521	252064453	1652933	110910	6.71%	20k30k
CM051461.1	112933672	113314990	381319	25573	6.71%	20k30k
CM051461.1	149164036	150173600	1009565	67617	6.7%	20k30k
CM051461.1	32583851	34120930	1537080	102897	6.69%	20k30k
CM051461.1	122868711	125102551	2233841	149310	6.68%	20k30k
CM051461.1	81650165	82048656	398492	26620	6.68%	20k30k
CM051461.1	210469761	210871202	401442	26664	6.64%	20k30k
CM051461.1	70401821	73135735	2733915	181566	6.64%	20k30k
CM051461.1	53974841	54468874	494034	32775	6.63%	20k30k
CM051461.1	67389498	67897347	507850	33672	6.63%	20k30k
CM051461.1	62053573	64456301	2402729	158719	6.61%	20k30k
CM051461.1	4889311	5278675	389365	25676	6.59%	20k30k
CM051461.1	242222215	243043359	821145	54020	6.58%	20k30k
CM051461.1	180669062	181123156	454095	29849	6.57%	20k30k
CM051461.1	239726236	239929951	203716	13390	6.57%	20k30k
CM051461.1	61372822	62021930	649109	42550	6.56%	20k30k
CM051461.1	38585488	39956341	1370854	89797	6.55%	20k30k
CM051461.1	113738894	114764368	1025475	67012	6.53%	20k30k
CM051461.1	96667478	97315648	648171	42349	6.53%	20k30k
CM051461.1	54817470	55126294	308825	20172	6.53%	20k30k
CM051461.1	156445248	158882775	2437528	158981	6.52%	20k30k
CM051461.1	246221273	246763559	542287	35357	6.52%	20k30k
CM051461.1	231274893	232258660	983768	63903	6.5%	20k30k
CM051461.1	93086724	93524929	438206	28324	6.46%	20k30k
CM051461.1	195450268	195511984	61717	3976	6.44%	20k30k
CM051461.1	131575134	134317759	2742626	176501	6.44%	20k30k
CM051461.1	148524222	148849667	325446	20911	6.43%	20k30k
CM051461.1	74740659	75677613	936955	60133	6.42%	20k30k
CM051461.1	16619647	18601666	1982020	127117	6.41%	20k30k
CM051461.1	193819305	194293183	473879	30338	6.4%	20k30k
CM051461.1	97835737	98329014	493278	31529	6.39%	20k30k
CM051461.1	126630399	127332187	701789	44790	6.38%	20k30k
CM051461.1	115956294	115982800	26507	1689	6.37%	20k30k
CM051461.1	20398463	22640583	2242121	142318	6.35%	20k30k
CM051461.1	59359589	59933250	573662	36387	6.34%	20k30k
CM051461.1	210947847	211440745	492899	31167	6.32%	20k30k
CM051461.1	22745680	23828400	1082721	68405	6.32%	20k30k
CM051461.1	88211966	89126844	914879	57554	6.29%	20k30k
CM051461.1	138991448	139457505	466058	29303	6.29%	20k30k
CM051461.1	163356453	163476083	119631	7482	6.25%	20k30k
CM051461.1	111557288	112231346	674059	42119	6.25%	20k30k
CM051461.1	238848184	239687555	839372	52290	6.23%	20k30k
CM051461.1	218133966	219142134	1008169	62723	6.22%	20k30k
CM051461.1	106907478	108658417	1750940	108869	6.22%	20k30k
CM051461.1	80239050	81044089	805040	49716	6.18%	20k30k
CM051461.1	147667905	148031231	363327	22420	6.17%	20k30k
CM051461.1	3466220	4111144	644925	39666	6.15%	20k30k
CM051461.1	183219865	184226080	1006216	61600	6.12%	20k30k
CM051461.1	93763540	94510067	746528	45663	6.12%	20k30k
CM051461.1	165850676	166135576	284901	17405	6.11%	20k30k
CM051461.1	230520589	231219419	698831	42458	6.08%	20k30k
CM051461.1	217015218	218103817	1088600	65897	6.05%	20k30k
CM051461.1	102790305	103386775	596471	36040	6.04%	20k30k
CM051461.1	85583239	86635922	1052684	63539	6.04%	20k30k
CM051461.1	193177893	193747464	569572	34357	6.03%	20k30k
CM051461.1	214319095	215178371	859277	51470	5.99%	20k30k
CM051461.1	182454312	183173477	719166	43022	5.98%	20k30k
CM051461.1	4165706	4655853	490148	29313	5.98%	20k30k
CM051461.1	258303832	260268424	1964593	117411	5.98%	20k30k
CM051461.1	1364884	2364917	1000034	59678	5.97%	20k30k
CM051461.1	2395476	2512479	117004	6976	5.96%	20k30k
CM051461.1	212538619	213821961	1283343	75802	5.91%	20k30k
CM051461.1	222543631	223157351	613721	36225	5.9%	20k30k
CM051461.1	241329605	241814144	484540	28523	5.89%	20k30k
CM051461.1	117547785	119159136	1611352	94701	5.88%	20k30k
CM051461.1	121844898	122836866	991969	58297	5.88%	20k30k
CM051461.1	67934470	67974623	40154	2358	5.87%	20k30k
CM051461.1	50368986	50862266	493281	28877	5.85%	20k30k
CM051461.1	42536599	43016405	479807	28085	5.85%	20k30k
CM051461.1	105347287	106250135	902849	52700	5.84%	20k30k
CM051461.1	167611020	168213276	602257	35131	5.83%	20k30k
CM051461.1	42052522	42500745	448224	26141	5.83%	20k30k
CM051461.1	36575804	38446839	1871036	108946	5.82%	20k30k
CM051461.1	256706513	257479301	772789	44987	5.82%	20k30k
CM051461.1	84841081	85295702	454622	26450	5.82%	20k30k
CM051461.1	205715694	206784358	1068665	62167	5.82%	20k30k
CM051461.1	57912233	58374855	462623	26883	5.81%	20k30k
CM051461.1	159084351	160515371	1431021	82797	5.79%	20k30k
CM051461.1	5633036	7424873	1791838	103557	5.78%	20k30k
CM051461.1	144236801	144659732	422932	24397	5.77%	20k30k
CM051461.1	226775731	227095236	319506	18379	5.75%	20k30k
CM051461.1	98364645	99685705	1321061	75969	5.75%	20k30k
CM051461.1	215225783	215655809	430027	24665	5.74%	20k30k
CM051461.1	40723455	40749699	26245	1503	5.73%	20k30k
CM051461.1	121272960	121800843	527884	30207	5.72%	20k30k
CM051461.1	186831078	188347838	1516761	86789	5.72%	20k30k
CM051461.1	24490782	25211844	721063	41148	5.71%	20k30k
CM051461.1	100741642	101301171	559530	31801	5.68%	20k30k
CM051461.1	83761179	84301372	540194	30531	5.65%	20k30k
CM051461.1	125288381	125802118	513738	29014	5.65%	20k30k
CM051461.1	25244297	26778408	1534112	85771	5.59%	20k30k
CM051461.1	43090476	44262079	1171604	65236	5.57%	20k30k
CM051461.1	179245603	179750828	505226	28075	5.56%	20k30k
CM051461.1	225218447	226739891	1521445	84145	5.53%	20k30k
CM051461.1	68495364	69024333	528970	29246	5.53%	20k30k
CM051461.1	178593572	179215002	621431	34358	5.53%	20k30k
CM051461.1	209687758	210230969	543212	30016	5.53%	20k30k
CM051461.1	35731106	36320312	589207	32537	5.52%	20k30k
CM051461.1	189615581	190770802	1155222	63529	5.5%	20k30k
CM051461.1	236312213	236989387	677175	37203	5.49%	20k30k
CM051461.1	229412392	229845351	432960	23755	5.49%	20k30k
CM051461.1	201469754	205248203	3778450	207210	5.48%	20k30k
CM051461.1	26809778	26843522	33745	1847	5.47%	20k30k
CM051461.1	153170030	153267028	96999	5297	5.46%	20k30k
CM051461.1	219177880	220249789	1071910	58484	5.46%	20k30k
CM051461.1	66540564	67353155	812592	44318	5.45%	20k30k
CM051461.1	58411810	59325464	913655	49748	5.44%	20k30k
CM051461.1	254949347	255652847	703501	37849	5.38%	20k30k
CM051461.1	109480585	110734173	1253589	67411	5.38%	20k30k
CM051461.1	181156049	182420982	1264934	68005	5.38%	20k30k
CM051461.1	120043939	120635365	591427	31763	5.37%	20k30k
CM051461.1	172274700	173292936	1018237	54015	5.3%	20k30k
CM051461.1	175146599	175550070	403472	21292	5.28%	20k30k
CM051461.1	180349601	180630210	280610	14770	5.26%	20k30k
CM051461.1	94590128	95647272	1057145	55566	5.26%	20k30k
CM051461.1	32488634	32553038	64405	3383	5.25%	20k30k
CM051461.1	45474420	46640195	1165776	61156	5.25%	20k30k
CM051461.1	177854964	178554670	699707	36688	5.24%	20k30k
CM051461.1	116965543	117515425	549883	28721	5.22%	20k30k
CM051461.1	164618980	164808358	189379	9855	5.2%	20k30k
CM051461.1	7454874	8174369	719496	37365	5.19%	20k30k
CM051461.1	163545403	164149535	604133	31204	5.17%	20k30k
CM051461.1	27759557	27793772	34216	1767	5.16%	20k30k
CM051461.1	138529405	138615527	86123	4421	5.13%	20k30k
CM051461.1	244732316	244799271	66956	3421	5.11%	20k30k
CM051461.1	81087785	81619166	531382	27076	5.1%	20k30k
CM051461.1	54514388	54779556	265169	13446	5.07%	20k30k
CM051461.1	34191567	34227485	35919	1806	5.03%	20k30k
CM051461.1	60518392	61324132	805741	40311	5.0%	20k30k
CM051461.1	184777899	185509057	731159	36559	5.0%	20k30k
CM051461.1	55881086	56632652	751567	37550	5.0%	20k30k
CM051461.1	110765842	110792328	26487	1323	4.99%	20k30k
CM051461.1	130036582	130552499	515918	25515	4.95%	20k30k
CM051461.1	221151821	221280549	128729	6361	4.94%	20k30k
CM051461.1	169860981	170195699	334719	16525	4.94%	20k30k
CM051461.1	206834189	208798920	1964732	96958	4.93%	20k30k
CM051461.1	227875385	228350791	475407	23401	4.92%	20k30k
CM051461.1	136983822	137022591	38770	1862	4.8%	20k30k
CM051461.1	137856888	138441643	584756	27932	4.78%	20k30k
CM051461.1	14027891	14217991	190101	9054	4.76%	20k30k
CM051461.1	243279623	243926146	646524	30790	4.76%	20k30k
CM051461.1	154705889	155594685	888797	42299	4.76%	20k30k
CM051461.1	16492901	16588700	95800	4546	4.75%	20k30k
CM051461.1	176835931	177514897	678967	32083	4.73%	20k30k
CM051461.1	15185913	16145184	959272	45295	4.72%	20k30k
CM051461.1	92120822	92308268	187447	8842	4.72%	20k30k
CM051461.1	161564593	161611704	47112	2217	4.71%	20k30k
CM051461.1	158973891	159041722	67832	3170	4.67%	20k30k
CM051461.1	11228216	11366049	137834	6402	4.64%	20k30k
CM051461.1	248075438	248416345	340908	15814	4.64%	20k30k
CM051461.1	232753766	233860867	1107102	51314	4.63%	20k30k
CM051461.1	175585136	176104659	519524	24051	4.63%	20k30k
CM051461.1	64989616	65308405	318790	14707	4.61%	20k30k
CM051461.1	110839627	111014480	174854	8028	4.59%	20k30k
CM051461.1	129980428	130006432	26005	1192	4.58%	20k30k
CM051461.1	77219084	77375374	156291	7115	4.55%	20k30k
CM051461.1	145955999	146047685	91687	4159	4.54%	20k30k
CM051461.1	228672246	228736180	63935	2871	4.49%	20k30k
CM051461.1	75713474	76140829	427356	19168	4.49%	20k30k
CM051461.1	47244352	47555577	311226	13917	4.47%	20k30k
CM051461.1	200596421	200906586	310166	13869	4.47%	20k30k
CM051461.1	168244865	168849098	604234	26990	4.47%	20k30k
CM051461.1	258225662	258269877	44216	1972	4.46%	20k30k
CM051461.1	57841548	57882102	40555	1788	4.41%	20k30k
CM051461.1	237784531	238817526	1032996	45475	4.4%	20k30k
CM051461.1	40645843	40692362	46520	2038	4.38%	20k30k
CM051461.1	245872605	246124030	251426	10980	4.37%	20k30k
CM051461.1	93559625	93724530	164906	7194	4.36%	20k30k
CM051461.1	34619352	34821864	202513	8799	4.34%	20k30k
CM051461.1	74220037	74705919	485883	21022	4.33%	20k30k
CM051461.1	57090946	57133522	42577	1837	4.31%	20k30k
CM051461.1	142670723	142790567	119845	5152	4.3%	20k30k
CM051461.1	125135720	125235473	99754	4280	4.29%	20k30k
CM051461.1	50905190	51097193	192004	8198	4.27%	20k30k
CM051461.1	77412550	78297703	885154	37718	4.26%	20k30k
CM051461.1	148892553	149128319	235767	9998	4.24%	20k30k
CM051461.1	211485287	211596998	111712	4716	4.22%	20k30k
CM051461.1	8208663	8535703	327041	13733	4.2%	20k30k
CM051461.1	19370599	19488049	117451	4877	4.15%	20k30k
CM051461.1	137053713	137159132	105420	4370	4.15%	20k30k
CM051461.1	57333391	57806861	473471	19510	4.12%	20k30k
CM051461.1	173344145	173480866	136722	5623	4.11%	20k30k
CM051461.1	130608250	130699917	91668	3702	4.04%	20k30k
CM051461.1	243116584	243239028	122445	4944	4.04%	20k30k
CM051461.1	79774109	80208217	434109	17476	4.03%	20k30k
CM051461.1	209493354	209653169	159816	6396	4.0%	20k30k
CM051461.1	208841231	209085531	244301	9722	3.98%	20k30k
CM051461.1	102614797	102758639	143843	5713	3.97%	20k30k
CM051461.1	197373735	198737309	1363575	54154	3.97%	20k30k
CM051461.1	85390640	85551748	161109	6392	3.97%	20k30k
CM051461.1	145252545	145465819	213275	8448	3.96%	20k30k
CM051461.1	168887136	169086922	199787	7900	3.95%	20k30k
CM051461.1	116064004	116088946	24943	985	3.95%	20k30k
CM051461.1	162949204	163052808	103605	4091	3.95%	20k30k
CM051461.1	263548998	264471378	922381	36300	3.94%	20k30k
CM051461.1	164374795	164553448	178654	7028	3.93%	20k30k
CM051461.1	180086708	180266381	179674	7016	3.9%	20k30k
CM051461.1	161317490	161362776	45287	1766	3.9%	20k30k
CM051461.1	221739500	222178045	438546	17098	3.9%	20k30k
CM051461.1	87142399	87442707	300309	11684	3.89%	20k30k
CM051461.1	254305984	254426792	120809	4690	3.88%	20k30k
CM051461.1	215703346	215977448	274103	10615	3.87%	20k30k
CM051461.1	247364554	247723721	359168	13744	3.83%	20k30k
CM051461.1	252880265	252947834	67570	2581	3.82%	20k30k
CM051461.1	246872553	247064733	192181	7332	3.82%	20k30k
CM051461.1	261957877	262097675	139799	5332	3.81%	20k30k
CM051461.1	49834228	50172288	338061	12891	3.81%	20k30k
CM051461.1	48458661	48666176	207516	7910	3.81%	20k30k
CM051461.1	56675510	56943570	268061	10216	3.81%	20k30k
CM051461.1	14250129	14521168	271040	10258	3.78%	20k30k
CM051461.1	12372131	12753252	381122	14394	3.78%	20k30k
CM051461.1	73205588	73827498	621911	23413	3.76%	20k30k
CM051461.1	91691191	92087855	396665	14933	3.76%	20k30k
CM051461.1	22673499	22706416	32918	1234	3.75%	20k30k
CM051461.1	184257728	184708731	451004	16880	3.74%	20k30k
CM051461.1	173659391	174001651	342261	12798	3.74%	20k30k
CM051461.1	19235806	19337590	101785	3784	3.72%	20k30k
CM051461.1	195549595	195884697	335103	12450	3.72%	20k30k
CM051461.1	255997610	256081473	83864	3113	3.71%	20k30k
CM051461.1	152518423	152731246	212824	7895	3.71%	20k30k
CM051461.1	265020458	265132489	112032	4109	3.67%	20k30k
CM051461.1	165610649	165817516	206868	7545	3.65%	20k30k
CM051461.1	176302953	176661804	358852	13061	3.64%	20k30k
CM051461.1	52843343	53070695	227353	8270	3.64%	20k30k
CM051461.1	77134532	77187586	53055	1920	3.62%	20k30k
CM051461.1	144691153	145216542	525390	18942	3.61%	20k30k
CM051461.1	248837143	249261292	424150	15257	3.6%	20k30k
CM051461.1	18632161	18782641	150481	5404	3.59%	20k30k
CM051461.1	40786506	41206855	420350	14960	3.56%	20k30k
CM051461.1	151540677	152209929	669253	23799	3.56%	20k30k
CM051461.1	185540458	185763724	223267	7910	3.54%	20k30k
CM051461.1	188395321	188674195	278875	9700	3.48%	20k30k
CM051461.1	161393826	161509092	115267	3996	3.47%	20k30k
